ID,Benchmark,?Solved,Bound,Time
523,spider_bak-customers_campaigns_ecommerce-0015.txt,False,2,
524,spider_bak-customers_and_invoices-0037.txt,False,3,24.869159
525,db2csv-course_teach-0003_dev.txt,True,2,21.135405
526,spider_bak-chinook_1-0024.txt,,2,
527,spider-flight_company-0014.txt,True,2,18.751651000000003
528,spider-flight_company-0014.txt,False,2,7.221246
529,db2csv-orchestra-0003_dev.txt,True,2,10.70413
530,spider_bak-roller_coaster-0012.txt,True,2,17.102686
531,spider_bak-roller_coaster-0012.txt,True,2,46.498527
532,spider_bak-roller_coaster-0012.txt,True,2,38.998121
533,spider-college_2-0010.txt,,2,
534,spider_bak-student_assessment-0019.txt,True,2,24.987586
535,spider_bak-student_assessment-0019.txt,True,2,35.3694
536,spider_bak-student_assessment-0019.txt,True,2,18.79383
537,spider_bak-journal_committee-0004.txt,True,2,10.719379
538,spider-customers_and_addresses-0026.txt,True,2,22.366933
539,spider_bak-journal_committee-0010.txt,True,2,52.521321
540,spider-movie_1-0002.txt,True,2,14.256969000000002
541,spider_bak-customers_card_transactions-0011.txt,True,2,39.247347000000005
542,db2csv-employee_hire_evaluation-0003_dev.txt,True,2,8.304457
543,spider-company_office-0008.txt,True,2,12.134044
544,spider-election_representative-0009.txt,True,2,36.308852
545,spider-election_representative-0009.txt,False,2,7.141634
546,spider_bak-swimming-0002.txt,,2,
547,spider-customers_and_addresses-0041.txt,True,2,10.124873
548,spider-customers_and_addresses-0041.txt,True,2,11.891599
549,spider-customers_and_addresses-0041.txt,True,2,11.751116
550,spider-customers_and_addresses-0041.txt,True,2,12.772515
551,spider-customers_and_addresses-0041.txt,True,2,9.652097
552,spider-customers_and_addresses-0041.txt,True,2,20.173988
553,spider-customers_and_addresses-0041.txt,True,2,10.701922
554,spider-customers_and_addresses-0041.txt,True,2,7.725585
555,spider-customers_and_addresses-0041.txt,True,2,10.679957
556,spider-customers_and_addresses-0041.txt,True,2,18.565047
557,spider-customers_and_addresses-0041.txt,True,2,17.161611
558,spider-customers_and_addresses-0041.txt,True,2,15.674066
559,spider-customers_and_addresses-0041.txt,True,2,13.547716
560,spider-customers_and_addresses-0041.txt,True,2,10.700865
561,spider-customers_and_addresses-0041.txt,True,2,11.784994
562,spider_bak-college_1-0012.txt,True,2,18.061978
563,spider_bak-college_1-0012.txt,True,2,14.58652
564,spider_bak-college_1-0012.txt,True,2,24.436601
565,spider_bak-network_2-0033.txt,True,2,27.857869
566,spider_bak-network_2-0033.txt,True,2,30.725061000000004
567,spider-store_product-0007.txt,True,2,5.764746000000001
568,spider-college_1-0030.txt,True,2,9.457916
569,spider-college_1-0030.txt,True,2,9.231329
570,spider-college_1-0030.txt,True,2,10.300418
571,spider_bak-pilot_record-0002.txt,True,2,20.305425
572,spider-college_1-0024.txt,True,2,36.546516
573,spider-hr_1-0032.txt,False,2,
574,spider-network_2-0005.txt,True,2,10.667749
575,spider-party_people-0006.txt,,2,
576,spider-party_people-0006.txt,,2,
577,spider-party_people-0006.txt,,2,
578,spider_bak-ship_mission-0015.txt,True,2,17.823746
579,spider-party_people-0012.txt,,2,
580,spider-party_people-0012.txt,,2,
581,spider-party_people-0012.txt,,2,
582,spider-decoration_competition-0010.txt,True,2,42.294046
583,spider-decoration_competition-0010.txt,False,2,
584,spider-decoration_competition-0010.txt,True,2,24.713338
585,spider_bak-wrestler-0002.txt,True,2,21.455436
586,spider-program_share-0018.txt,True,2,29.17838
587,spider_bak-program_share-0005.txt,True,2,20.69564
588,spider-school_bus-0012.txt,False,2,
589,db2csv-car_1-0052_dev.txt,,2,
590,db2csv-employee_hire_evaluation-0037_dev.txt,True,2,8.026150000000001
591,db2csv-employee_hire_evaluation-0037_dev.txt,True,2,10.927215
592,db2csv-employee_hire_evaluation-0037_dev.txt,True,2,10.493352
593,spider-music_4-0029.txt,,2,
594,spider-music_4-0029.txt,,1,
595,spider-school_player-0010.txt,True,2,23.628549
596,spider-school_player-0010.txt,True,2,42.957263
597,spider-school_player-0010.txt,True,2,39.347598
598,spider-film_rank-0013.txt,True,2,37.858581
599,db2csv-poker_player-0040_dev.txt,True,2,6.05622
600,spider-music_4-0015.txt,,2,
601,spider-music_4-0015.txt,,1,
602,spider-twitter_1-0007.txt,False,4,37.089072
603,spider-swimming-0015.txt,,2,
604,db2csv-pets_1-0039_dev.txt,True,1,10.842017
605,db2csv-pets_1-0039_dev.txt,True,1,10.084178
606,db2csv-pets_1-0039_dev.txt,True,1,10.309017
607,spider_bak-workshop_paper-0012.txt,False,2,
608,spider_bak-workshop_paper-0012.txt,False,2,
609,spider_bak-workshop_paper-0012.txt,False,2,
610,spider-ship_1-0004.txt,True,2,20.774153
611,spider-activity_1-0043.txt,False,2,
612,spider-swimming-0014.txt,,2,
613,spider-film_rank-0012.txt,False,2,
614,spider-film_rank-0012.txt,False,2,
615,spider-film_rank-0012.txt,False,2,
616,spider-film_rank-0012.txt,False,2,
617,spider_bak-device-0007.txt,True,2,6.584099
618,spider_bak-school_player-0018.txt,True,2,11.095967
619,spider_bak-train_station-0008.txt,True,2,9.221003
620,spider_bak-train_station-0008.txt,True,2,16.766473
621,spider_bak-train_station-0008.txt,True,2,15.225359999999998
622,spider_bak-train_station-0008.txt,True,2,19.914616
623,spider_bak-train_station-0008.txt,True,2,11.052863
624,spider_bak-train_station-0008.txt,True,2,19.209959
625,spider_bak-train_station-0008.txt,True,2,11.891633
626,spider_bak-train_station-0008.txt,True,2,23.218235
627,spider_bak-train_station-0008.txt,True,2,12.010064
628,spider_bak-train_station-0008.txt,True,2,21.139405
629,spider_bak-train_station-0008.txt,True,2,14.227999
630,spider_bak-train_station-0008.txt,True,2,11.308515
631,spider_bak-train_station-0008.txt,True,2,14.014558
632,spider_bak-train_station-0008.txt,True,2,14.262137
633,spider_bak-train_station-0008.txt,True,2,13.272744
634,spider-program_share-0019.txt,True,2,36.62761
635,spider_bak-insurance_policies-0003.txt,True,2,11.618153
636,spider_bak-game_injury-0002.txt,,2,
637,spider_bak-dorm_1-0012.txt,False,4,41.109754
638,spider-network_2-0004.txt,True,2,6.7704
639,spider-wrestler-0014.txt,True,2,16.704461000000002
640,spider-party_people-0007.txt,,2,
641,spider_bak-products_for_hire-0001.txt,True,2,41.792614
642,spider_bak-products_for_hire-0001.txt,True,2,49.249515
643,db2csv-wta_1-0013_dev.txt,True,2,12.222656
644,spider-tracking_orders-0015.txt,True,2,35.451487
645,spider-tracking_orders-0015.txt,True,2,37.903363
646,db2csv-dog_kennels-0041_dev.txt,False,2,
647,spider_bak-storm_record-0009.txt,True,2,7.059628999999999
648,spider_bak-college_1-0013.txt,True,2,40.238324
649,db2csv-dog_kennels-0051_dev.txt,False,4,40.94283
650,spider-gymnast-0019.txt,True,2,13.25855
651,spider-election_representative-0020.txt,True,2,12.61925
652,spider_bak-company_employee-0002.txt,True,2,14.853041
653,spider-election_representative-0008.txt,True,2,21.629733
654,spider-election_representative-0008.txt,False,2,
655,spider-inn_1-0002.txt,,2,
656,spider-company_1-0001.txt,True,2,14.243269
657,spider-local_govt_and_lot-0002.txt,True,2,19.532376
658,spider-local_govt_and_lot-0002.txt,True,2,28.464248
659,spider-local_govt_and_lot-0002.txt,True,2,10.663903
660,spider-local_govt_and_lot-0002.txt,True,2,21.129656
661,spider-local_govt_and_lot-0002.txt,True,2,22.146692
662,spider_bak-csu_1-0014.txt,False,2,
663,spider_bak-company_employee-0016.txt,True,2,8.374494
664,spider_bak-company_employee-0016.txt,True,2,17.701129
665,spider_bak-company_employee-0016.txt,True,2,27.614265
666,spider_bak-company_employee-0016.txt,True,2,9.072269
667,spider_bak-company_employee-0016.txt,True,2,24.536367
668,spider_bak-company_employee-0016.txt,True,2,22.772037
669,spider-customers_and_invoices-0002.txt,False,4,36.700066
670,spider_bak-student_1-0028.txt,True,2,9.63104
671,spider_bak-student_1-0028.txt,True,2,16.936673
672,spider_bak-student_1-0028.txt,True,2,26.645909
673,spider_bak-student_1-0028.txt,True,2,14.686609
674,spider_bak-student_1-0028.txt,True,3,20.654959
675,spider_bak-student_1-0028.txt,True,2,18.52817
676,spider_bak-student_1-0028.txt,True,2,25.991345
677,spider_bak-student_1-0028.txt,True,2,9.190021
678,spider_bak-student_1-0028.txt,True,2,7.838528
679,spider_bak-student_1-0028.txt,True,2,10.406562
680,spider_bak-student_1-0028.txt,True,2,14.350371
681,spider_bak-student_1-0028.txt,True,2,13.238643
682,spider_bak-student_1-0028.txt,True,2,26.824615
683,spider_bak-student_1-0028.txt,True,2,14.169854999999998
684,spider_bak-student_1-0028.txt,True,2,12.436808
685,spider_bak-student_1-0028.txt,True,2,24.785725
686,spider_bak-student_1-0028.txt,False,3,54.173323
687,spider_bak-student_1-0028.txt,True,2,22.934026000000003
688,spider_bak-student_1-0028.txt,True,2,24.694486
689,spider_bak-student_1-0028.txt,False,3,56.580556
690,spider_bak-student_1-0028.txt,True,2,38.133897
691,spider_bak-student_1-0028.txt,True,2,14.483286
692,spider_bak-student_1-0028.txt,False,3,57.223847
693,spider_bak-student_1-0028.txt,True,3,17.356385
694,spider_bak-student_1-0028.txt,True,2,19.005452
695,spider_bak-student_1-0028.txt,True,2,14.111643999999998
696,spider-inn_1-0014.txt,True,2,9.209369
697,spider-journal_committee-0011.txt,False,2,
698,spider-journal_committee-0005.txt,True,2,7.771113000000001
699,spider_bak-swimming-0015.txt,,2,
700,spider_bak-musical-0004.txt,,2,
701,spider_bak-college_2-0081.txt,,2,
702,db2csv-cre_Doc_Template_Mgt-0058_dev.txt,False,2,
703,spider-hr_1-0019.txt,True,2,25.171739
704,spider-wrestler-0002.txt,True,2,17.939549
705,spider_bak-ship_mission-0002.txt,True,2,23.061721
706,spider-hospital_1-0029.txt,,2,
707,spider_bak-dorm_1-0004.txt,True,2,18.45271
708,spider-decoration_competition-0013.txt,True,2,13.522271
709,spider-decoration_competition-0013.txt,True,2,29.736735
710,spider-dorm_1-0042.txt,False,2,
711,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,11.193776
712,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,10.879553
713,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,20.271805
714,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,19.643127
715,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,29.470934
716,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,19.49059
717,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,16.900764000000002
718,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,7.7113
719,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,22.774755
720,db2csv-student_transcripts_tracking-0053_dev.txt,True,2,24.155172
721,spider_bak-election_representative-0008.txt,True,2,46.066362
722,spider-bike_1-0002.txt,True,2,15.350417
723,spider_bak-program_share-0012.txt,True,2,10.430594
724,spider_bak-program_share-0012.txt,,2,
725,spider_bak-program_share-0012.txt,,2,
726,spider-book_2-0018.txt,True,2,10.950537
727,spider-storm_record-0010.txt,False,4,37.458437
728,spider-local_govt_mdm-0006.txt,True,1,7.207354
729,spider-local_govt_mdm-0006.txt,False,2,
730,spider-local_govt_mdm-0006.txt,False,2,
731,spider-local_govt_mdm-0006.txt,False,2,
732,spider-local_govt_mdm-0006.txt,False,2,
733,spider-local_govt_mdm-0006.txt,True,2,35.16488
734,spider-school_player-0013.txt,True,2,18.452004
735,spider-phone_market-0002.txt,True,2,11.243791
736,spider-music_4-0016.txt,,2,
737,spider-music_4-0016.txt,,2,
738,spider-music_4-0016.txt,,2,
739,spider-swimming-0002.txt,,2,
740,spider-e_government-0020.txt,True,2,22.464132
741,spider_bak-twitter_1-0027.txt,True,2,9.78296
742,spider_bak-workshop_paper-0010.txt,True,2,23.207285
743,spider_bak-workshop_paper-0010.txt,True,2,20.107645
744,spider_bak-workshop_paper-0010.txt,False,2,
745,spider_bak-product_catalog-0007.txt,True,2,18.835614
746,spider_bak-device-0004.txt,True,2,7.879763
747,spider-film_rank-0011.txt,True,2,20.476605
748,spider-film_rank-0011.txt,True,2,20.915504
749,spider-local_govt_mdm-0007.txt,True,2,52.573279
750,spider_bak-customers_and_addresses-0041.txt,True,2,8.279385999999999
751,spider_bak-customers_and_addresses-0041.txt,True,2,11.054126
752,spider_bak-customers_and_addresses-0041.txt,True,2,12.231886
753,spider_bak-customers_and_addresses-0041.txt,True,2,6.709485000000001
754,spider_bak-customers_and_addresses-0041.txt,True,2,14.509598999999998
755,spider_bak-customers_and_addresses-0041.txt,True,2,13.016611
756,spider_bak-customers_and_addresses-0041.txt,True,2,9.587553
757,spider_bak-customers_and_addresses-0041.txt,True,2,14.787294
758,spider_bak-customers_and_addresses-0041.txt,True,2,12.88776
759,spider_bak-customers_and_addresses-0041.txt,True,2,15.051889
760,spider_bak-customers_and_addresses-0041.txt,True,2,14.083957000000002
761,spider_bak-customers_and_addresses-0041.txt,True,2,9.659301
762,spider_bak-customers_and_addresses-0041.txt,True,2,8.983001
763,spider_bak-customers_and_addresses-0041.txt,True,2,10.197835
764,spider_bak-customers_and_addresses-0041.txt,True,2,23.271616
765,spider-book_2-0019.txt,True,2,8.842368
766,spider_bak-train_station-0023.txt,True,2,9.441269
767,spider-school_bus-0004.txt,True,2,9.602465
768,spider_bak-election_representative-0009.txt,True,2,28.643026
769,spider_bak-election_representative-0009.txt,False,2,6.853326
770,spider-decoration_competition-0012.txt,True,2,45.980046
771,spider_bak-wrestler-0014.txt,True,2,28.275824
772,spider-party_people-0004.txt,,2,
773,spider-college_1-0032.txt,True,2,28.47601
774,spider-college_1-0032.txt,True,2,7.586619000000001
775,spider-college_1-0032.txt,True,2,16.888057
776,spider-college_1-0032.txt,True,2,11.316466
777,spider-college_1-0032.txt,True,2,9.803071
778,spider-college_1-0032.txt,True,2,8.83639
779,spider-college_1-0032.txt,True,2,8.279821
780,spider-college_1-0032.txt,True,2,9.000774
781,spider-college_1-0032.txt,True,2,10.291207
782,spider-college_1-0032.txt,True,2,23.815327
783,spider_bak-hospital_1-0033.txt,,2,
784,spider_bak-hospital_1-0033.txt,,2,
785,spider_bak-hospital_1-0033.txt,,2,
786,spider_bak-hospital_1-0033.txt,,2,
787,spider_bak-hospital_1-0033.txt,,2,
788,spider_bak-hospital_1-0033.txt,,2,
789,spider_bak-hospital_1-0033.txt,,2,
790,spider_bak-hospital_1-0033.txt,,2,
791,spider_bak-hospital_1-0033.txt,,2,
792,spider_bak-college_1-0010.txt,True,2,40.153664000000006
793,spider_bak-college_1-0010.txt,True,2,17.505857
794,spider_bak-college_1-0010.txt,True,2,14.931659
795,spider_bak-musical-0011.txt,,2,
796,spider_bak-musical-0011.txt,,2,
797,spider_bak-musical-0011.txt,,2,
798,spider_bak-musical-0011.txt,,2,
799,spider_bak-musical-0011.txt,,2,
800,spider_bak-musical-0011.txt,,2,
801,spider-tracking_orders-0016.txt,True,2,21.602886
802,spider-tracking_orders-0016.txt,False,2,6.276186
803,spider_bak-musical-0005.txt,,2,
804,db2csv-poker_player-0014_dev.txt,True,2,20.442511
805,db2csv-poker_player-0014_dev.txt,True,2,21.107135
806,db2csv-poker_player-0014_dev.txt,True,2,50.168502
807,spider-journal_committee-0004.txt,True,2,13.947585
808,spider_bak-swimming-0014.txt,,2,
809,spider-journal_committee-0010.txt,False,2,
810,spider_bak-local_govt_mdm-0008.txt,True,2,12.388265
811,spider_bak-e_government-0006.txt,True,2,5.656255
812,spider-inn_1-0001.txt,True,2,17.016779999999997
813,spider-inn_1-0001.txt,True,2,22.305639
814,spider-inn_1-0001.txt,True,2,16.372418
815,spider-club_1-0032.txt,False,2,
816,spider-club_1-0032.txt,False,2,
817,spider-club_1-0032.txt,False,2,
818,spider-local_govt_and_lot-0011.txt,False,5,53.265258
819,db2csv-battle_death-0012_dev.txt,,2,
820,spider_bak-company_employee-0011.txt,False,2,
821,spider-machine_repair-0005.txt,True,2,26.49158
822,spider-election-0023.txt,True,2,12.090306
823,db2csv-pets_1-0031_dev.txt,True,2,26.266394
824,spider_bak-swimming-0010.txt,,2,
825,spider_bak-college_1-0028.txt,False,5,52.46162
826,spider-department_store-0043.txt,True,2,22.605928
827,spider_bak-tracking_orders-0016.txt,False,2,
828,spider_bak-tracking_orders-0016.txt,False,2,5.568187
829,spider_bak-network_2-0009.txt,True,2,9.347933
830,spider_bak-network_2-0009.txt,True,2,7.847783
831,spider_bak-network_2-0009.txt,True,2,15.575412
832,spider-store_product-0001.txt,True,2,7.833092
833,spider_bak-game_injury-0011.txt,,2,
834,spider_bak-game_injury-0011.txt,,2,
835,spider_bak-game_injury-0011.txt,,2,
836,spider_bak-game_injury-0011.txt,,2,
837,spider_bak-game_injury-0011.txt,,2,
838,spider_bak-game_injury-0011.txt,,2,
839,spider_bak-game_injury-0011.txt,,2,
840,spider_bak-game_injury-0011.txt,,2,
841,spider_bak-game_injury-0011.txt,,2,
842,spider_bak-game_injury-0011.txt,,2,
843,spider_bak-game_injury-0011.txt,,2,
844,spider_bak-game_injury-0011.txt,,2,
845,spider_bak-game_injury-0011.txt,,2,
846,spider_bak-game_injury-0011.txt,,2,
847,spider_bak-game_injury-0011.txt,,2,
848,spider_bak-game_injury-0005.txt,,2,
849,spider_bak-game_injury-0005.txt,,2,
850,spider_bak-game_injury-0005.txt,,2,
851,spider_bak-game_injury-0005.txt,,2,
852,spider_bak-game_injury-0005.txt,,2,
853,spider_bak-game_injury-0005.txt,,2,
854,spider_bak-game_injury-0005.txt,,2,
855,spider_bak-game_injury-0005.txt,,2,
856,spider_bak-game_injury-0005.txt,,2,
857,spider_bak-game_injury-0005.txt,,2,
858,spider_bak-program_share-0017.txt,True,2,11.545978000000002
859,spider_bak-program_share-0017.txt,True,2,13.423744
860,spider_bak-program_share-0017.txt,True,2,15.404949
861,spider_bak-program_share-0017.txt,True,2,10.116791
862,spider_bak-program_share-0017.txt,True,2,16.871909000000002
863,spider_bak-program_share-0017.txt,True,2,9.699836
864,spider_bak-program_share-0017.txt,True,2,8.073825
865,spider_bak-program_share-0017.txt,True,2,11.45908
866,spider_bak-program_share-0017.txt,True,2,15.301446
867,spider_bak-program_share-0017.txt,True,2,15.647049
868,spider_bak-program_share-0017.txt,True,2,11.371175
869,spider_bak-program_share-0017.txt,True,2,16.571127
870,spider_bak-program_share-0017.txt,True,2,16.311597
871,spider_bak-program_share-0017.txt,True,2,9.288952
872,spider_bak-program_share-0017.txt,True,2,8.913855
873,spider-sports_competition-0021.txt,True,2,12.175336
874,spider-school_player-0002.txt,True,2,10.727218
875,spider-game_1-0002.txt,True,2,7.256003
876,spider-game_1-0002.txt,True,2,11.241299
877,spider-game_1-0002.txt,True,2,11.212723
878,spider-product_catalog-0007.txt,True,2,34.397624
879,spider-ship_1-0017.txt,True,2,5.223516
880,spider-ship_1-0017.txt,True,2,5.459827000000001
881,spider-ship_1-0017.txt,True,2,10.341021
882,spider-ship_1-0017.txt,True,2,14.781487
883,spider-ship_1-0017.txt,True,2,15.332379
884,spider-ship_1-0017.txt,True,2,20.249009
885,spider-activity_1-0044.txt,True,2,17.449001
886,spider_bak-film_rank-0022.txt,True,2,12.481851
887,spider_bak-film_rank-0022.txt,True,2,56.418233
888,spider_bak-film_rank-0022.txt,,2,
889,spider_bak-film_rank-0022.txt,True,2,14.705438
890,spider_bak-film_rank-0022.txt,True,2,15.844748
891,spider_bak-film_rank-0022.txt,,2,
892,spider_bak-film_rank-0022.txt,False,2,
893,spider_bak-film_rank-0022.txt,,2,
894,spider_bak-film_rank-0022.txt,,2,
895,spider-document_management-0009.txt,True,2,9.924267
896,spider-document_management-0009.txt,True,2,14.673409
897,spider-document_management-0009.txt,True,2,17.902822
898,spider-school_player-0003.txt,True,2,16.088134
899,spider-sports_competition-0008.txt,True,2,18.518228
900,spider-cre_Theme_park-0011.txt,,2,
901,spider-cre_Theme_park-0011.txt,,2,
902,spider-cre_Theme_park-0011.txt,,2,
903,spider-music_4-0012.txt,,1,
904,spider-music_4-0012.txt,,1,
905,spider-music_4-0012.txt,,1,
906,spider-music_4-0012.txt,,1,
907,spider-music_4-0012.txt,,1,
908,spider-music_4-0012.txt,,1,
909,db2csv-singer-0020_dev.txt,True,2,53.147716
910,spider_bak-railway-0020.txt,True,2,10.34623
911,spider_bak-program_share-0002.txt,True,2,10.178681
912,spider_bak-program_share-0016.txt,True,2,11.667271
913,spider_bak-aircraft-0009.txt,True,2,13.441144
914,db2csv-dog_kennels-0049_dev.txt,False,4,36.709201
915,spider_bak-game_injury-0004.txt,,2,
916,spider_bak-game_injury-0004.txt,,2,
917,spider_bak-dorm_1-0014.txt,True,2,8.448694
918,spider-hospital_1-0011.txt,,2,
919,spider-hospital_1-0011.txt,,2,
920,spider-hospital_1-0011.txt,,2,
921,spider-hospital_1-0011.txt,,2,
922,spider-hospital_1-0011.txt,,2,
923,spider-hospital_1-0011.txt,,2,
924,spider-hospital_1-0011.txt,,2,
925,spider-hospital_1-0011.txt,,2,
926,spider-hospital_1-0011.txt,,2,
927,spider-hospital_1-0011.txt,,2,
928,spider-hospital_1-0011.txt,,2,
929,spider-hospital_1-0011.txt,,2,
930,spider-hospital_1-0011.txt,,2,
931,spider-hospital_1-0011.txt,,2,
932,spider-hospital_1-0011.txt,,2,
933,spider-hospital_1-0011.txt,,2,
934,spider-hospital_1-0011.txt,,2,
935,spider-hospital_1-0011.txt,,2,
936,spider-hospital_1-0011.txt,,2,
937,spider-hospital_1-0011.txt,,2,
938,spider-hospital_1-0011.txt,,2,
939,spider-hospital_1-0011.txt,,2,
940,spider-hospital_1-0011.txt,,2,
941,spider-hospital_1-0011.txt,,2,
942,spider-hospital_1-0011.txt,,2,
943,spider-hospital_1-0011.txt,,2,
944,spider-hospital_1-0011.txt,,2,
945,spider-hospital_1-0011.txt,,2,
946,spider-hospital_1-0011.txt,,2,
947,spider-hospital_1-0011.txt,,2,
948,spider-hospital_1-0011.txt,,2,
949,spider-hospital_1-0011.txt,,2,
950,spider-hospital_1-0011.txt,,2,
951,spider-hospital_1-0011.txt,,2,
952,spider-hospital_1-0011.txt,,2,
953,spider-hospital_1-0011.txt,,2,
954,spider_bak-pilot_record-0011.txt,False,2,
955,spider_bak-ship_mission-0012.txt,True,2,46.523692
956,spider_bak-ship_mission-0012.txt,False,2,6.713154
957,db2csv-poker_player-0015_dev.txt,True,2,20.119403
958,db2csv-poker_player-0015_dev.txt,False,2,6.308609
959,spider_bak-products_for_hire-0007.txt,False,2,
960,spider_bak-phone_market-0009.txt,True,2,11.170566
961,spider-machine_repair-0010.txt,True,1,7.899597
962,spider_bak-apartment_rentals-0040.txt,False,2,
963,spider-company_1-0007.txt,True,2,6.496390999999999
964,spider-local_govt_and_lot-0010.txt,True,2,20.190175
965,spider-local_govt_and_lot-0010.txt,True,2,42.976035
966,spider-local_govt_and_lot-0010.txt,True,2,29.463601
967,spider-local_govt_and_lot-0010.txt,True,2,41.73823
968,spider-local_govt_and_lot-0010.txt,True,2,47.06926
969,spider-local_govt_and_lot-0010.txt,True,2,25.321069
970,spider-local_govt_and_lot-0010.txt,True,2,47.856425
971,spider-local_govt_and_lot-0010.txt,True,2,37.333256
972,spider-local_govt_and_lot-0010.txt,False,2,
973,spider_bak-hr_1-0038.txt,True,2,29.142327
974,spider_bak-e_government-0001.txt,True,2,7.981465
975,spider-journal_committee-0017.txt,True,2,25.706794
976,spider-college_2-0072.txt,,2,
977,spider-college_2-0072.txt,,2,
978,spider-college_2-0072.txt,,2,
979,spider_bak-network_2-0022.txt,True,2,13.274231
980,spider_bak-storm_record-0019.txt,False,2,
981,spider_bak-tracking_orders-0015.txt,True,2,28.019182
982,spider-party_people-0003.txt,,2,
983,spider-party_people-0003.txt,,2,
984,spider-party_people-0003.txt,,2,
985,spider-college_1-0009.txt,True,2,27.109441
986,spider-college_1-0009.txt,True,2,23.43772
987,spider-college_1-0009.txt,True,2,16.23541
988,spider-college_1-0009.txt,True,2,13.437788
989,spider-college_1-0009.txt,True,2,12.234616
990,spider-college_1-0009.txt,True,2,24.920846
991,spider-loan_1-0035.txt,True,2,48.465939
992,spider-loan_1-0035.txt,True,2,23.53388
993,spider-loan_1-0035.txt,True,2,35.997409
994,spider-loan_1-0035.txt,False,2,
995,spider-loan_1-0035.txt,True,2,32.601094
996,spider-network_2-0028.txt,True,2,16.067811
997,spider-network_2-0028.txt,False,2,3.733168
998,spider-network_2-0028.txt,True,2,19.646301
999,spider_bak-hospital_1-0034.txt,,2,
1000,spider_bak-hospital_1-0034.txt,,2,
1001,spider_bak-hospital_1-0034.txt,,2,
1002,spider_bak-dorm_1-0002.txt,True,2,19.797988
1003,db2csv-student_transcripts_tracking-0039_dev.txt,True,2,43.56125
1004,db2csv-orchestra-0026_dev.txt,False,2,
1005,db2csv-orchestra-0026_dev.txt,False,2,
1006,db2csv-orchestra-0026_dev.txt,False,2,
1007,spider-school_bus-0017.txt,True,2,18.641283
1008,spider-program_share-0009.txt,True,2,26.832616
1009,spider_bak-device-0003.txt,True,2,15.819473
1010,spider_bak-device-0003.txt,True,2,15.483172
1011,spider_bak-device-0003.txt,True,2,10.438084
1012,spider_bak-device-0003.txt,True,2,11.085595
1013,spider_bak-device-0003.txt,True,2,6.089195
1014,spider_bak-device-0003.txt,True,2,9.408993
1015,spider_bak-device-0003.txt,True,2,6.805108
1016,spider_bak-device-0003.txt,True,2,9.210162
1017,spider_bak-device-0003.txt,True,2,9.878961
1018,spider_bak-device-0003.txt,True,2,7.7141
1019,spider_bak-device-0003.txt,True,2,6.999433
1020,spider_bak-device-0003.txt,True,2,13.529366
1021,spider_bak-device-0003.txt,True,2,11.734848
1022,spider_bak-device-0003.txt,True,2,11.109677
1023,spider_bak-device-0003.txt,True,2,17.743380000000002
1024,spider-swimming-0010.txt,,2,
1025,spider_bak-election-0023.txt,True,2,14.158993
1026,spider_bak-local_govt_in_alabama-0015.txt,False,4,35.255864
1027,spider-student_assessment-0003.txt,True,2,40.70454
1028,spider_bak-workshop_paper-0002.txt,True,2,15.531797
1029,spider-ship_1-0001.txt,True,2,9.644902
1030,spider-game_injury-0018.txt,,2,
1031,spider-game_injury-0018.txt,,2,
1032,spider-game_injury-0018.txt,,2,
1033,db2csv-dog_kennels-0032_dev.txt,True,2,22.940897
1034,spider_bak-twitter_1-0021.txt,True,2,16.546468
1035,spider_bak-voter_2-0019.txt,True,2,25.981230000000004
1036,spider_bak-wedding-0020.txt,True,2,7.334371
1037,spider_bak-wedding-0020.txt,True,2,9.674887
1038,spider_bak-wedding-0020.txt,True,2,10.529966
1039,spider_bak-wedding-0020.txt,True,2,10.385156
1040,spider_bak-wedding-0020.txt,True,2,15.221357
1041,spider_bak-wedding-0020.txt,True,2,20.780549
1042,spider-train_station-0004.txt,True,2,12.266835
1043,spider_bak-game_injury-0013.txt,,2,
1044,spider_bak-game_injury-0013.txt,,2,
1045,spider_bak-game_injury-0013.txt,,2,
1046,spider_bak-game_injury-0013.txt,,2,
1047,spider_bak-game_injury-0013.txt,,2,
1048,spider_bak-game_injury-0013.txt,,2,
1049,spider_bak-game_injury-0013.txt,,2,
1050,spider_bak-game_injury-0013.txt,,2,
1051,spider_bak-game_injury-0013.txt,,2,
1052,spider_bak-game_injury-0013.txt,,2,
1053,spider_bak-game_injury-0013.txt,,2,
1054,spider_bak-game_injury-0013.txt,,2,
1055,spider_bak-game_injury-0013.txt,,2,
1056,spider_bak-game_injury-0013.txt,,2,
1057,spider_bak-game_injury-0013.txt,,2,
1058,spider_bak-game_injury-0013.txt,,2,
1059,spider_bak-game_injury-0013.txt,,2,
1060,spider_bak-game_injury-0013.txt,,2,
1061,spider_bak-game_injury-0013.txt,,2,
1062,spider_bak-game_injury-0013.txt,,2,
1063,spider_bak-game_injury-0013.txt,,2,
