ProblemID,QueryID,?Refuted,Counterexample,Time,?VeriEQLRefuted,VeriEQL time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,solving times,AST size,nodes changed
1715,75,False,,0.110469,False,0.28891,2.0,1.0,1.0,[5],[5],[0.010457],5.0,[]
1715,76,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [26, 1, 853]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [26, None, None, None]]}",0.056895,False,0.28985,2.0,0.0,,[],[],"[0.011163, 0.018045]",5.0,[]
1715,77,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, None, 9096], [15, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [16, 14, None, 0], [None, 13, None, None]]}",0.055183,False,0.292909,2.0,0.0,,[],[],"[0.010674, 0.020274]",5.0,[]
1715,78,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [13, 9516, 1], [12, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [13, 11, None, None]]}",0.059801,False,0.2904549999999999,2.0,0.0,,[],[],"[0.010935, 0.023136]",5.0,[]
1715,79,,,,False,0.294017,,,,,,,,
1715,80,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, 0], [14, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 13, None, None]]}",0.053208,True,0.241475,2.0,0.0,,[],[],"[0.011361, 0.017552]",5.0,[]
1715,81,False,,0.101832,False,0.290036,2.0,1.0,1.0,[5],[5],[0.011215],5.0,[]
1715,82,False,,0.187449,False,0.279315,2.0,1.0,1.0,[5],[5],[0.011534],5.0,[]
1715,83,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [25, 7572, None], [18, 7573, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [25, 24, None, 0], [None, None, 0, None]]}",0.076078,False,0.347152,2.0,0.0,,[],[],"[0.011759, 0.025339]",7.0,[]
1715,84,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [13, 0, 853], [39, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [39, 26, None, None], [39, None, None, 2813]]}",0.060254,False,0.299021,2.0,0.0,,[],[],"[0.011378, 0.020423]",8.0,[]
1715,85,,,,False,0.271387,,,,,,,,
1715,86,False,,0.137419,False,0.367089,2.0,1.0,1.0,[6],[6],[0.011431],6.0,[]
1715,87,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [26, None, 853], [13, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [26, None, 1, None]]}",0.137054,False,0.289466,2.0,0.0,,[],[],"[0.011601, 0.018748]",5.0,[]
1715,88,False,,0.107063,False,0.297158,2.0,1.0,1.0,[6],[6],[0.011587],6.0,[]
1715,89,,,,False,0.280038,,,,,,,,
1715,90,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [14, 0, 853], [13, 1, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 12, 0, 0], [13, 11, None, 0]]}",0.062168,False,0.281762,2.0,0.0,,[],[],"[0.01162, 0.025747]",5.0,[]
1715,91,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [28, 1, None], [14, 1026, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [14, None, 1174, 0], [28, 27, None, None]]}",0.065169,False,0.299412,2.0,0.0,,[],[],"[0.011572, 0.024082]",7.0,[]
1715,92,,,,False,0.295001,,,,,,,,
1715,93,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 1, 1], [None, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, None]]}",0.05348,False,0.269426,2.0,0.0,,[],[],"[0.012959, 0.015884]",7.0,[]
1715,94,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [14, 5328, 853]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [14, 13, None, None]]}",0.051741,False,0.281795,2.0,0.0,,[],[],"[0.010938, 0.017089]",7.0,[]
1715,95,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, None, None], [15, 249, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 14, None, None], [16, None, 0, None]]}",0.092997,False,0.293359,3.0,1.0,0.0,[4],[7],"[0.011225, 0.020021]",7.0,[5]
1715,96,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 0, 393], [14, None, 2246]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 1], [14, 12, None, None]]}",0.059178,False,0.280634,2.0,0.0,,[],[],"[0.011918, 0.013009]",4.0,[]
1715,97,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 1, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [14, None, None, None], [None, 12, 1, None]]}",0.062956,False,0.282007,2.0,0.0,,[],[],"[0.01237, 0.017751]",4.0,[]
1715,98,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.058618,False,0.282768,2.0,0.0,,[],[],"[0.01184, 0.014167]",4.0,[]
1715,99,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.061133,False,0.279265,2.0,0.0,,[],[],"[0.012358, 0.015672]",4.0,[]
1715,100,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 2, 2], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 13, None, None], [15, 12, None, None]]}",0.067579,False,0.2846059999999999,2.0,0.0,,[],[],"[0.014346, 0.015]",4.0,[]
1715,101,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 2, 2], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 13, None, None], [15, 12, None, None]]}",0.060903,False,0.291932,2.0,0.0,,[],[],"[0.012386, 0.014489]",4.0,[]
1715,102,False,,0.048976,False,0.283211,1.0,1.0,1.0,[1],[2],[],5.0,[]
1715,103,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [19, None, 853], [13, None, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [13, 12, None, None], [19, None, 0, None]]}",0.061327,False,0.291828,2.0,0.0,,[],[],"[0.013387, 0.011185]",4.0,[]
1715,104,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [12, None, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 11, None, None], [12, None, 0, None]]}",0.05293,False,0.2851519999999999,2.0,0.0,,[],[],"[0.012016, 0.010444]",4.0,[]
1715,105,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 13, 1, 1], [None, 12, None, 0]]}",0.056286,False,0.288328,2.0,0.0,,[],[],"[0.012382, 0.010173]",4.0,[]
1715,106,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 13, 1, 1], [None, 12, None, 0]]}",0.053724,False,0.283622,2.0,0.0,,[],[],"[0.012422, 0.009461]",4.0,[]
1715,107,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [13, None, None], [12, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 30, 0, None]]}",0.056475,False,0.283198,2.0,0.0,,[],[],"[0.012235, 0.010492]",4.0,[]
1715,108,False,,0.1156,False,0.280384,2.0,1.0,1.0,[4],[4],[0.013474],4.0,[]
1715,109,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 13, None, None], [None, None, None, 1]]}",0.054996,False,0.28109,2.0,0.0,,[],[],"[0.01261, 0.011811]",4.0,[]
1715,110,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, 0, 853], [15, 1999, 4550]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 14, 0, 0], [15, 13, None, None]]}",0.054656,False,0.290012,2.0,0.0,,[],[],"[0.012471, 0.010222]",5.0,[]
1715,111,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 13, None, None], [None, None, None, 1]]}",0.041311,False,0.291714,2.0,0.0,,[],[],"[0.007339, 0.015683]",4.0,[]
1715,112,False,,0.090634,False,0.283847,2.0,1.0,1.0,[4],[4],[0.007662],4.0,[]
1715,113,False,,0.08681,False,0.290222,2.0,1.0,1.0,[4],[4],[0.007598],4.0,[]
1715,114,False,,0.090483,False,0.289443,2.0,1.0,1.0,[5],[5],[0.007521],5.0,[]
1715,115,False,,0.089874,False,0.27786,2.0,1.0,1.0,[4],[4],[0.008085],4.0,[]
1715,116,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [13, None, None], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [14, None, None, None], [14, 12, None, None]]}",0.12635,False,0.280147,2.0,0.0,,[],[],"[0.008326, 0.01403]",4.0,[]
1715,117,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 2, 2], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 13, None, None], [15, 12, None, None]]}",0.046869,False,0.295135,2.0,0.0,,[],[],"[0.00783, 0.01932]",4.0,[]
1715,118,False,,0.091606,False,0.2771679999999999,2.0,1.0,1.0,[4],[4],[0.008658],4.0,[]
1715,119,False,,0.09371,False,0.283553,2.0,1.0,1.0,[4],[4],[0.008],4.0,[]
1715,120,False,,0.174867,False,0.281778,2.0,1.0,1.0,[4],[4],[0.008172],4.0,[]
1715,121,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.044063,False,0.280198,2.0,0.0,,[],[],"[0.007824, 0.01838]",4.0,[]
1715,122,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.048328,False,0.284354,2.0,0.0,,[],[],"[0.008678, 0.019227]",4.0,[]
1715,123,False,,0.089793,False,0.277117,2.0,1.0,1.0,[4],[4],[0.008648],4.0,[]
1715,124,False,,0.08858,False,0.2881479999999999,2.0,1.0,1.0,[5],[5],[0.008383],5.0,[]
1715,125,,,,False,,,,,,,,,
1715,126,False,,0.10932,False,0.353091,2.0,1.0,1.0,[6],[6],[0.008652],6.0,[]
1715,127,False,,0.094573,False,0.290983,2.0,1.0,1.0,[6],[6],[0.008266],6.0,[]
1715,128,False,,0.093545,False,0.287007,2.0,1.0,1.0,[5],[5],[0.009186],5.0,[]
1715,129,False,,0.097665,False,0.285594,2.0,1.0,1.0,[5],[5],[0.009118],5.0,[]
1715,130,False,,0.085694,False,0.28243,2.0,1.0,1.0,[5],[5],[0.008228],5.0,[]
1715,131,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [18, None, None], [17, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 16, None, 1], [17, 15, None, None]]}",0.053635,False,0.286224,2.0,0.0,,[],[],"[0.008781, 0.021279]",7.0,[]
1715,132,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, 0, 853], [15, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 4549]]}",0.122871,False,0.272283,2.0,0.0,,[],[],"[0.008192, 0.014636]",7.0,[]
1715,133,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, 1, 853], [15, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 14, 0, None], [16, None, None, 358]]}",0.043189,False,0.288823,2.0,0.0,,[],[],"[0.008392, 0.01495]",5.0,[]
1715,134,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, 1, 853]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [16, 15, None, None]]}",0.051661,False,0.272645,2.0,0.0,,[],[],"[0.009257, 0.0162]",7.0,[]
1715,135,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [20, None, None], [19, None, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [19, 18, None, None]]}",0.049017,True,0.258022,2.0,0.0,,[],[],"[0.009112, 0.017115]",10.0,[]
1715,136,False,,0.099483,False,0.291014,2.0,1.0,1.0,[5],[5],[0.008445],5.0,[]
1715,137,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, None, None], [23, 1, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [23, None, None, None], [None, 15, None, 0]]}",0.053457,False,0.277068,2.0,0.0,,[],[],"[0.00874, 0.024367]",7.0,[]
1715,138,False,,0.087896,False,0.278436,2.0,1.0,1.0,[5],[5],[0.009181],5.0,[]
1715,139,False,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [18, 0, 0], [17, 0, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [18, 16, 0, 1], [None, None, 0, 2]]}",0.05116,False,0.28289,2.0,0.0,,[],[],"[0.01021, 0.021657]",8.0,[]
1715,140,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, None, 853], [15, None, 691]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 14, None, None], [16, None, 1, None]]}",0.05534,False,0.348661,2.0,0.0,,[],[],"[0.009219, 0.020726]",6.0,[]
1715,141,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, None, None], [23, 1, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [23, None, None, None], [None, 15, None, 0]]}",0.05813,False,0.272882,2.0,0.0,,[],[],"[0.009616, 0.02417]",7.0,[]
1715,142,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 1, 853], [14, None, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [14, None, 0, 2657]]}",0.054799,False,0.291228,2.0,0.0,,[],[],"[0.009602, 0.019452]",5.0,[]
1715,143,,,,False,0.294899,,,,,,,,
1715,144,False,,0.097988,False,0.2887699999999999,2.0,1.0,1.0,[5],[5],[0.010072],5.0,[]
1715,145,,,,False,0.291014,,,,,,,,
1715,146,False,,0.09474,False,0.288773,2.0,1.0,1.0,[5],[5],[0.009481],5.0,[]
1715,147,False,,0.098082,False,0.278626,2.0,1.0,1.0,[4],[4],[0.009866],4.0,[]
1715,148,False,,0.101601,False,0.295083,2.0,1.0,1.0,[6],[6],[0.009134],6.0,[]
1715,149,False,,0.099961,False,0.292315,2.0,1.0,1.0,[6],[6],[0.00939],6.0,[]
1715,150,False,,0.097049,False,0.273158,2.0,1.0,1.0,[4],[4],[0.009598],4.0,[]
1715,151,False,,0.117141,False,0.274727,2.0,1.0,1.0,[4],[4],[0.010145],4.0,[]
1715,152,False,,0.100662,False,0.279431,2.0,1.0,1.0,[4],[4],[0.010753],4.0,[]
1715,153,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [19, None, 853], [13, None, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [13, 12, None, None], [19, None, 0, None]]}",0.051522,False,0.287099,2.0,0.0,,[],[],"[0.010443, 0.016789]",4.0,[]
1715,154,False,,0.098976,False,0.285906,2.0,1.0,1.0,[4],[4],[0.010457],4.0,[]
1715,155,False,,0.114318,False,0.2817429999999999,2.0,1.0,1.0,[4],[4],[0.009814],4.0,[]
1715,156,False,,0.094896,False,0.276883,2.0,1.0,1.0,[4],[4],[0.010119],4.0,[]
1715,157,False,,0.112598,False,0.2762679999999999,2.0,1.0,1.0,[4],[4],[0.010014],4.0,[]
1715,158,False,,0.10421,False,0.276895,2.0,1.0,1.0,[4],[4],[0.010853],4.0,[]
1715,159,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 0, 393], [14, None, 2246]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 1], [14, 12, None, None]]}",0.048304,False,0.278223,2.0,0.0,,[],[],"[0.010169, 0.018377]",4.0,[]
1715,160,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.052588,False,0.277733,2.0,0.0,,[],[],"[0.01097, 0.020512]",4.0,[]
1715,161,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 1, 1], [14, 1, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 13, 0, 0], [14, 12, None, None]]}",0.135295,False,0.283516,2.0,0.0,,[],[],"[0.011111, 0.020472]",4.0,[]
1715,162,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 1, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [14, None, None, None], [None, 12, 1, None]]}",0.053679,False,0.286147,2.0,0.0,,[],[],"[0.010962, 0.023476]",4.0,[]
1715,163,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.054006,False,0.28159,2.0,0.0,,[],[],"[0.011053, 0.021055]",4.0,[]
1715,164,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.05861,False,0.279627,2.0,0.0,,[],[],"[0.011621, 0.022798]",4.0,[]
1715,165,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.049876,False,0.277549,2.0,0.0,,[],[],"[0.010507, 0.02058]",4.0,[]
1715,166,False,,0.120374,False,0.2845789999999999,2.0,1.0,1.0,[5],[5],[0.011055],5.0,[]
1715,167,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.054467,False,0.279146,2.0,0.0,,[],[],"[0.01088, 0.021398]",4.0,[]
1715,168,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, None, None, 0], [14, 12, None, None]]}",0.136094,False,0.286238,2.0,0.0,,[],[],"[0.010785, 0.02108]",4.0,[]
1715,169,False,,0.101723,False,0.275536,2.0,1.0,1.0,[4],[4],[0.010892],4.0,[]
1715,170,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [0, None, 853], [13, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 12, None, 0]]}",0.049311,False,0.279815,2.0,0.0,,[],[],"[0.010869, 0.017372]",4.0,[]
1715,171,False,,0.106658,False,0.290064,2.0,1.0,1.0,[5],[5],[0.010837],5.0,[]
1715,172,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [13, None, None], [12, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 11, None, 1], [12, 10, None, None]]}",0.051592,False,0.282585,2.0,0.0,,[],[],"[0.011378, 0.018163]",4.0,[]
1715,173,False,,0.100771,False,0.295518,2.0,1.0,1.0,[5],[5],[0.012435],5.0,[]
1715,174,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 13, 1, 1], [None, 12, None, 0]]}",0.05314,False,0.292987,2.0,0.0,,[],[],"[0.011542, 0.016773]",4.0,[]
1715,175,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 13, 1, 1], [None, 12, None, 0]]}",0.049159,False,0.284914,2.0,0.0,,[],[],"[0.011615, 0.016656]",4.0,[]
1715,176,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 2, 2], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 13, None, None], [15, 12, None, None]]}",0.057932,False,0.295379,2.0,0.0,,[],[],"[0.010577, 0.021462]",4.0,[]
1715,177,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 13, 1, 1], [None, 12, None, 0]]}",0.05018,False,0.2875919999999999,2.0,0.0,,[],[],"[0.010437, 0.017004]",4.0,[]
1715,178,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 13, 1, 1], [None, 12, None, 0]]}",0.052787,False,0.287144,2.0,0.0,,[],[],"[0.010657, 0.018025]",4.0,[]
1715,179,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, None, None], [14, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 13, 1, 1], [None, 12, None, 0]]}",0.050609,False,0.289271,2.0,0.0,,[],[],"[0.010217, 0.017539]",4.0,[]
1715,180,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [14, 13, None, 1], [14, None, 1, None]]}",0.050748,False,0.290862,2.0,0.0,,[],[],"[0.010596, 0.017011]",4.0,[]
1715,181,,,,False,0.294896,,,,,,,,
1715,182,False,,0.108934,False,0.292168,2.0,1.0,1.0,[4],[4],[0.011728],4.0,[]
1715,183,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [13, None, None], [12, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 30, 0, None]]}",0.051507,False,0.288308,2.0,0.0,,[],[],"[0.010708, 0.017757]",4.0,[]
1715,184,False,,0.107965,False,0.2776079999999999,2.0,1.0,1.0,[4],[4],[0.010899],4.0,[]
1715,185,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 0, 853], [14, 0, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [14, 28, None, 1]]}",0.058192,False,0.317546,2.0,0.0,,[],[],"[0.011689, 0.020149]",8.0,[]
1715,186,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [13, None, None], [12, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 30, 0, None]]}",0.056064,False,0.288474,2.0,0.0,,[],[],"[0.011229, 0.017893]",4.0,[]
1715,187,False,,0.106835,False,0.277647,2.0,1.0,1.0,[4],[4],[0.011306],4.0,[]
1715,188,False,,0.110724,False,0.275409,2.0,1.0,1.0,[4],[4],[0.011128],4.0,[]
1715,189,False,,0.110503,False,0.279115,2.0,1.0,1.0,[4],[4],[0.010945],4.0,[]
1715,190,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 2, 2], [14, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 13, None, None], [15, 12, None, None]]}",0.061417,False,0.286303,2.0,0.0,,[],[],"[0.012553, 0.022795]",4.0,[]
1715,191,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, 1, None], [15, None, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [16, 14, None, 0], [15, 13, None, None]]}",0.055778,False,0.289855,2.0,0.0,,[],[],"[0.011648, 0.019753]",5.0,[]
1715,192,False,,0.118882,False,0.283047,2.0,1.0,1.0,[5],[5],[0.01192],5.0,[]
1715,193,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [13, 9132, 1]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [13, None, None, None]]}",0.186856,False,0.306807,3.0,1.0,0.0,[2],[6],"[0.011524, 0.019126]",6.0,[3]
1715,194,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [18, None, 853], [17, None, 560]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [17, None, 0, 1]]}",0.101247,False,0.291268,3.0,1.0,0.0,[4],[8],"[0.01105, 0.024295]",8.0,[5]
1715,195,False,,0.116091,False,0.2826309999999999,2.0,1.0,1.0,[5],[5],[0.011199],5.0,[]
1715,196,False,,0.103008,False,0.286916,2.0,1.0,1.0,[5],[5],[0.011319],5.0,[]
1715,197,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [16, 0, 1], [15, 0, 5536]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 14, 1671, 0], [16, 13, 7013, None]]}",0.061722,False,0.287891,2.0,0.0,,[],[],"[0.011974, 0.019796]",5.0,[]
1715,198,,,,True,0.259013,,,,,,,,
1715,199,,,,False,0.353727,,,,,,,,
1715,200,,,,False,0.293868,,,,,,,,
1715,201,,,,False,0.279232,,,,,,,,
1715,202,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [18, None, None], [17, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, None, None, 0]]}",0.072062,False,0.345999,2.0,0.0,,[],[],"[0.012634, 0.016246]",6.0,[]
1715,203,False,,0.105581,False,0.291946,2.0,1.0,1.0,[5],[5],[0.011872],5.0,[]
1715,204,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [14, None, None], [13, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, None, None, 1493]]}",0.060865,False,0.281434,2.0,0.0,,[],[],"[0.012014, 0.019558]",5.0,[]
1715,205,False,,0.110797,False,0.295302,2.0,1.0,1.0,[5],[5],[0.013195],5.0,[]
1715,206,False,,0.108436,False,0.284178,2.0,1.0,1.0,[5],[5],[0.013181],5.0,[]
1715,207,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [18, None, 1], [17, None, None]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [None, 16, 0, None], [18, None, None, None]]}",0.064875,False,0.274838,2.0,0.0,,[],[],"[0.012872, 0.016645]",7.0,[]
1715,208,False,,0.11114,False,0.294779,2.0,1.0,1.0,[5],[5],[0.012178],5.0,[]
1715,209,True,"{'chests': [['chest_id', 'apple_count', 'orange_count'], [15, 9084, 853], [None, 0, 0]], 'boxes': [['chest_id', 'box_id', 'apple_count', 'orange_count'], [15, 14, 211, 1671], [15, 13, None, None]]}",0.060078,False,0.285276,2.0,0.0,,[],[],"[0.012547, 0.010284]",5.0,[]
1715,210,False,,0.102829,False,0.294999,2.0,1.0,1.0,[5],[5],[0.012178],5.0,[]
