ID,Benchmark,?Solved,Counterexample,Bound,Time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,AST size,nodes changed
663,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['219', '236'], ['218', '236']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details'], [221, 222, '219', 236, 236, '236'], [220, 223, '219', 236, 236, '236']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [222, 225, 236, 236, 236, '236'], [223, 224, 236, 236, 236, '236']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['227', '236'], ['226', '236']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [224, '226', '236'], [225, '226', '236']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details'], ['229', 230, '236']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [233, None, None, None, 243, '236'], [232, '236', 231, 652, None, '236']], 'projects': [['project_id', 'organisation_id', 'project_details'], [230, 225, '236'], [231, 224, '236']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['228', '236'], ['229', '236']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details'], [238, 225, '236'], [237, 225, '236']], 'staff_roles': [['role_code', 'role_description'], ['236', '236'], ['235', '236']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives'], [240, 231, '236', '236'], [239, 231, '236', '236']]}",2.0,1.530976,4.0,1.0,0.0,[1],[179],201.0,[50]
664,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['238', '259'], ['237', '259']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [241, 243, 259, 259, 259, '259'], [242, 243, 259, 259, 259, '259']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['245', '259']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [243, '245', '259']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [251, '259', None, 366447, None, '258']], 'projects': [['project_id', 'organisation_id', 'project_details'], [249, 243, '259'], [250, 243, '259']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['247', '259'], ['248', '259']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details']], 'staff_roles': [['role_code', 'role_description'], ['259', '259']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives']]}",2.0,1.872903,4.0,1.0,0.0,[1],[193],223.0,[50]
665,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [239, None, 259, 259, 259, '259']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['243', '259']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [240, '243', '259']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [248, None, None, 102, -807, None], [247, '259', 251, 366447, 371160, '257']], 'projects': [['project_id', 'organisation_id', 'project_details'], [251, 240, '259']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['244', '259'], ['245', '259']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details']], 'staff_roles': [['role_code', 'role_description'], ['259', '259']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives']]}",2.0,1.488111,4.0,1.0,0.0,[1],[193],223.0,[50]
666,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['228', '241'], ['227', '241']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details'], [230, None, '227', 241, 241, '241'], [229, 232, '227', 241, 241, '241']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [232, 233, 241, 241, 241, '241']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['236', '241'], ['235', '241']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [233, '235', '241'], [234, None, '241']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details'], ['238', 243, '241']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [240, '241', 243, 366447, 249, '250'], [239, '241', None, 366448, 249, '251']], 'projects': [['project_id', 'organisation_id', 'project_details'], [243, None, '241']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['237', '241'], ['238', '241']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details'], [246, 233, '241'], [245, 233, '241']], 'staff_roles': [['role_code', 'role_description'], ['241', '241'], ['242', '241']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives'], [241, 243, '241', '241']]}",2.0,2.478695,4.0,1.0,0.0,[1],[187],212.0,[50]
667,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['216', '237'], ['215', '237']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details'], [218, 220, '216', 237, 237, '237'], [217, 219, '215', 237, 237, '237']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [219, 221, 237, 237, 237, '237'], [220, 221, 237, 237, 237, '237']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['224', '237'], ['223', '237']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [221, '224', '237']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details'], ['226', 230, '237']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [228, '237', 230, 366447, -47, '235'], [227, '237', 230, 366447, -48, '236']], 'projects': [['project_id', 'organisation_id', 'project_details'], [230, 221, '237']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['225', '237'], ['226', '237']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details'], [232, 221, '237'], [231, 221, '237']], 'staff_roles': [['role_code', 'role_description'], ['229', '237'], ['237', '237']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives'], [237, None, '237', '237']]}",2.0,2.129614,4.0,1.0,0.0,[1],[176],204.0,[50]
668,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['215', '239'], ['214', '239']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details'], [217, 219, '214', 239, 239, '239'], [216, 218, '214', 239, 239, '239']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [218, 221, 239, 239, 239, '239'], [219, 221, 239, 239, 239, '239']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['223', '239'], ['222', '239']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [220, None, '239'], [221, '222', '239']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details'], ['225', 230, '239'], [None, 229, '239']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [227, '239', 229, 366447, -48, '237'], [226, '239', 230, 366448, -48, '238']], 'projects': [['project_id', 'organisation_id', 'project_details'], [230, None, '239'], [229, 220, '239']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['224', '239'], ['225', '239']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details']], 'staff_roles': [['role_code', 'role_description'], ['228', '239'], ['239', '239']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives'], [233, 230, '239', '239']]}",2.0,2.732986,4.0,1.0,0.0,[1],[176],204.0,[50]
669,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['206', '220'], ['205', '220']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details'], [208, 209, '205', 220, 220, '220'], [207, 210, '206', 220, 220, '220']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [209, None, 220, 220, 220, '220'], [210, None, 220, 220, 220, '220']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['214', '220'], ['213', '220']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [211, None, '220']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details'], ['216', None, '220']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [219, '220', 222, 366448, 230, '231'], [218, '220', 222, 366447, 229, '232']], 'projects': [['project_id', 'organisation_id', 'project_details'], [217, 211, '220'], [222, 211, '220']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['215', '220'], ['216', '220']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details'], [224, 211, '220'], [223, 211, '220']], 'staff_roles': [['role_code', 'role_description'], ['220', '220'], ['221', '220']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives'], [225, 222, '220', '220']]}",2.0,2.448152,4.0,1.0,0.0,[1],[170],193.0,[50]
670,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['234', '255'], ['233', '255']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details'], [255, 236, '233', 255, 255, '255']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [236, 238, 255, 255, 255, '255']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['240', '255'], ['239', '255']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [238, '239', '255']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details'], ['242', 246, '255'], ['242', 246, '255']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [245, '255', 246, 366447, 652, '253'], [244, '255', 246, 366448, 652, '254']], 'projects': [['project_id', 'organisation_id', 'project_details'], [246, None, '255']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['241', '255'], ['242', '255']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details'], [248, 238, '255'], [247, 238, '255']], 'staff_roles': [['role_code', 'role_description'], ['255', '255']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives'], [250, 246, '255', '255'], [249, 246, '255', '255']]}",2.0,4.954886,5.0,2.0,0.5,"[1, 163]","[195, 195]",226.0,"[50, 130]"
671,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['225', '366447'], ['224', '366447']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details'], [227, 228, None, 366447, 366447, '366447'], [226, 229, '225', 366447, 366447, '366447']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [228, 230, 366447, 366447, 366447, '366447'], [229, 231, 366447, 366447, 366447, '366447']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['233', '366447'], ['232', '366447']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [230, '233', '366447'], [231, '233', '366447']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details'], ['235', 237, '366447'], ['235', 237, '366447']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [239, None, None, 366447, None, '249'], [238, '242', None, 366447, None, '250']], 'projects': [['project_id', 'organisation_id', 'project_details'], [236, 230, '366447'], [237, 230, '366447']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['234', '366447'], ['235', '366447']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details'], [366447, None, '366447']], 'staff_roles': [['role_code', 'role_description'], ['241', '366447'], ['242', '366447']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives'], [246, None, '366447', '366447'], [245, 237, '366447', '366447']]}",2.0,2.186985,4.0,1.0,0.0,[1],[189],215.0,[50]
672,spider-tracking_grants_for_research-0037.txt,True,"{'document_types': [['document_type_code', 'document_description'], ['224', '238'], ['223', '238']], 'documents': [['document_id', 'grant_id', 'document_type_code', 'sent_date', 'response_received_date', 'other_details'], [226, 228, '223', 238, 238, '238'], [225, None, '224', 238, 238, '238']], 'grants': [['grant_id', 'organisation_id', 'grant_amount', 'grant_start_date', 'grant_end_date', 'other_details'], [228, None, 238, 238, 238, '238']], 'organisation_types': [['organisation_type', 'organisation_type_description'], ['232', '238'], ['231', '238']], 'organisations': [['organisation_id', 'organisation_type', 'organisation_details'], [230, '232', '238']], 'project_outcomes': [['outcome_code', 'project_id', 'outcome_details'], ['234', 242, '238'], ['234', None, '238']], 'project_staff': [['staff_id', 'role_code', 'project_id', 'date_from', 'date_to', 'other_details'], [237, None, 242, 366447, 652, '249'], [236, None, 242, 366448, 371160, None]], 'projects': [['project_id', 'organisation_id', 'project_details'], [242, None, '238']], 'research_outcomes': [['outcome_code', 'outcome_description'], ['233', '238'], ['234', '238']], 'research_staff': [['staff_id', 'employer_organisation_id', 'staff_details'], [244, 230, '238']], 'staff_roles': [['role_code', 'role_description'], ['239', '238'], ['240', '238']], 'tasks': [['task_id', 'project_id', 'task_details', 'eg agree objectives'], [246, None, '238', '238'], [245, 242, '238', '238']]}",2.0,3.358312,4.0,1.0,0.0,[1],[189],215.0,[50]
673,spider_bak-loan_1-0012.txt,True,"{'bank': [['branch_id', 'bname', 'no_of_customers', 'city', 'state'], [193, '1', 1, '1', None], [192, '1', 1, '1', '233']], 'customer': [['cust_id', 'branch_id', 'cust_name', 'acc_type', 'acc_bal', 'no_of_loans', 'credit_score', 'state'], ['195', 192, '1', '1', 1, 1, 1, '1'], ['194', None, '1', '1', 1, 1, 1, '1']], 'loan': [['loan_id', 'cust_id', 'branch_id', 'loan_type', 'amount'], ['1', None, None, '1', 1]]}",2.0,1.824865,4.0,1.0,0.0,[2],[169],193.0,[51]
674,spider_bak-college_3-0031.txt,True,"{'student': [['stuid', 'lname', 'fname', 'age', 'sex', 'major', 'advisor', 'city_code'], [387, None, None, None, '401', None, 403, '404']], 'faculty': [['facid', 'lname', 'fname', 'rank', 'sex', 'phone', 'room', 'building'], [389, '387', '387', '387', '387', 387, '387', '387'], [388, '387', '387', '387', '387', 387, '387', '387']], 'department': [['dno', 'division', 'dname', 'room', 'building', 'dphone'], [140, '387', '387', '387', '387', 387]], 'member_of': [['dno', 'facid', 'appt_type'], [140, None, '387'], [140, 388, '387']], 'course': [['cid', 'dno', 'instructor', 'cname', 'credits', 'days', 'hours'], ['390', 140, 389, '387', 387, '387', '387']], 'minor_in': [['dno', 'stuid'], [140, 387], [140, 387]], 'enrolled_in': [['grade', 'cid', 'stuid'], ['393', '390', 387]], 'gradeconversion': [['lettergrade', 'gradepoint'], ['392', 387], ['393', 387]]}",2.0,10.557277,5.0,2.0,0.5,"[3, 190]","[198, 198]",227.0,"[52, 189]"
675,spider_bak-college_3-0031.txt,True,"{'student': [['stuid', 'lname', 'fname', 'age', 'sex', 'major', 'advisor', 'city_code'], [379, None, None, 392, '393', 394, 395, '396']], 'faculty': [['facid', 'lname', 'fname', 'rank', 'sex', 'phone', 'room', 'building'], [381, '379', '379', '379', '379', 379, '379', '379'], [380, '379', '379', '379', '379', 379, '379', '379']], 'department': [['dno', 'division', 'dname', 'room', 'building', 'dphone'], [140, '379', '379', '379', '379', 379]], 'member_of': [['dno', 'facid', 'appt_type'], [None, None, '379']], 'course': [['cid', 'dno', 'instructor', 'cname', 'credits', 'days', 'hours'], ['383', None, 381, '379', 379, '379', '379']], 'minor_in': [['dno', 'stuid'], [140, 379], [140, 379]], 'enrolled_in': [['grade', 'cid', 'stuid'], ['385', '383', None], ['385', '383', 379]], 'gradeconversion': [['lettergrade', 'gradepoint'], ['384', 379], ['385', 379]]}",2.0,10.041675,5.0,2.0,0.5,"[2, 194]","[202, 202]",232.0,"[51, 180]"
676,spider_bak-college_3-0031.txt,False,,4.0,40.349682,,,,,,,
677,spider-hr_1-0042.txt,True,"{'regions': [['region_id', 'region_name'], [385, 'finance418'], [384, 'finance418']], 'countries': [['country_id', 'region_id', 'country_name']], 'departments': [['department_id', 'department_name', 'manager_id', 'location_id'], [386, None, 418, 418], [418, 'finance', 408, 409]], 'jobs': [['job_id', 'job_title', 'min_salary', 'max_salary'], ['finance388', 'finance418', 418, 418], ['finance387', 'finance418', 418, 418]], 'employees': [['employee_id', 'job_id', 'department_id', 'first_name', 'last_name', 'email', 'phone_number', 'hire_date', 'salary', 'commission_pct', 'manager_id'], [390, None, 418, None, 'finance400', 'finance401', 'finance402', '1001-02-08', 404, 405, None], [389, None, 418, None, 'finance411', 'finance412', None, '1001-02-19', 415, None, 417]], 'job_history': [['employee_id', 'start_date', 'job_id', 'department_id', 'end_date']], 'locations': [['location_id', 'country_id', 'street_address', 'postal_code', 'city', 'state_province'], [394, None, 'finance418', 'finance418', 'finance418', 'finance418'], [393, None, 'finance418', 'finance418', 'finance418', 'finance418']]}",2.0,14.6448,5.0,2.0,0.5,"[2, 173]","[197, 197]",225.0,"[51, 173]"
678,spider_bak-farm-0019.txt,True,"{'city': [['city_id', 'official_name', 'status', 'area_km_2', 'population', 'census_ranking'], [207, None, '212', 213, 1501, '214'], [206, None, '215', 216, 499, '217']], 'farm': [['farm_id', 'year', 'total_horses', 'working_horses', 'total_cattle', 'oxen', 'bulls', 'cows', 'pigs', 'sheep_and_goats'], [208, 219, 219, 219, 219, 219, 219, 219, 219, 219], [209, 219, 219, 219, 219, 219, 219, 219, 219, 219]], 'farm_competition': [['competition_id', 'host_city_id', 'year', 'theme', 'hosts'], [205, 207, 219, '219', '219']], 'competition_record': [['competition_id', 'farm_id', 'rank'], [205, 208, 219]]}",2.0,2.662676,4.0,1.0,0.0,[1],[172],195.0,[50]
679,spider-insurance_and_eClaims-0019.txt,True,"{'customers': [['customer_id', 'customer_details'], [194, '1'], [193, '1']], 'staff': [['staff_id', 'staff_details'], [196, '1'], [195, '1']], 'policies': [['policy_id', 'customer_id', 'policy_type_code', 'start_date', 'end_date'], [198, 193, '1', 1, 1], [197, None, '1', 1, 1]], 'claim_headers': [['claim_header_id', 'policy_id', 'claim_status_code', 'claim_type_code', 'date_of_claim', 'date_of_settlement', 'amount_claimed', 'amount_piad'], [200, None, '1', '1', 1, 1, 1, 1], [199, 197, '1', '1', 1, 1, 1, 1]], 'claims_documents': [['claim_id', 'document_type_code', 'created_by_staff_id', 'created_date'], [199, '202', 195, 1], [200, '201', 195, 1]], 'claims_processing_stages': [['claim_stage_id', 'next_claim_stage_id', 'claim_status_name', 'claim_status_description'], [204, 1, '1', '1'], [203, 1, '1', '1']], 'claims_processing': [['claim_processing_id', 'staff_id', 'claim_id', 'claim_outcome_code', 'claim_stage_id'], [206, 196, 200, None, 1], [205, 195, 200, '246', 1]]}",2.0,2.169336,4.0,1.0,0.0,[2],[170],193.0,[51]
680,spider-soccer_2-0033.txt,False,,4.0,16.293731,,,,,,,
681,spider-soccer_2-0027.txt,True,"{'college': [['cname', 'state', 'enr'], ['yes394', None, 393]], 'player': [['pid', 'pname', 'ycard', 'hs'], [386, 'yes394', 'yes394', 394], [385, 'yes394', 'yes394', 394]], 'tryout': [['pid', 'cname', 'ppos', 'decision'], [386, 'yes394', 'yes391', 'yes'], [385, 'yes394', 'yes392', 'yes']]}",2.0,11.056951,8.0,5.0,0.2,"[29, 156, 6, 4, 33]","[205, 205, 205, 205, 205]",230.0,"[72, 154, 155, 6, 155]"
682,spider-soccer_2-0027.txt,False,,4.0,44.785978,,,,,,,
683,spider-soccer_2-0027.txt,True,"{'college': [['cname', 'state', 'enr'], ['yes395', None, 392]], 'player': [['pid', 'pname', 'ycard', 'hs'], [387, 'yes395', 'yes395', 395], [386, 'yes395', 'yes395', 395]], 'tryout': [['pid', 'cname', 'ppos', 'decision'], [387, 'yes395', None, 'yes'], [386, 'yes395', None, 'yes']]}",2.0,2.247891,4.0,1.0,0.0,[1],[213],243.0,[50]
684,spider_bak-inn_1-0026.txt,True,"{'rooms': [['roomid', 'roomname', 'beds', 'bedtype', 'maxoccupancy', 'baseprice', 'decor'], ['179', '182', 182, '182', 182, None, '182'], ['178', '182', 182, '182', 182, 184, '182']], 'reservations': [['code', 'room', 'checkin', 'checkout', 'rate', 'lastname', 'firstname', 'adults', 'kids'], [177, '178', '182', '182', 182, '182', '182', 182, 182]]}",2.0,3.266824,5.0,2.0,0.5,"[1, 141]","[151, 151]",168.0,"[50, 101]"
685,spider-products_for_hire-0001.txt,True,"{'discount_coupons': [['coupon_id', 'date_issued', 'coupon_amount'], [411, 404, 500], [387, 411, 405]], 'customers': [['customer_id', 'coupon_id', 'good_or_bad_customer', 'first_name', 'last_name', 'gender_mf', 'date_became_customer', 'date_last_hire'], [389, 411, '398', '399', '400', None, None, 403], [388, 411, '398', '406', '407', None, None, 410]], 'bookings': [['booking_id', 'customer_id', 'booking_status_code', 'returned_damaged_yn', 'booking_start_date', 'booking_end_date', 'count_hired', 'amount_payable', 'amount_of_discount', 'amount_outstanding', 'amount_of_refund'], [391, None, '411', '411', 411, 411, '411', 411, 411, 411, 411], [390, None, '411', '411', 411, 411, '411', 411, 411, 411, 411]], 'products_for_hire': [['product_id', 'product_type_code', 'daily_hire_cost', 'product_name', 'product_description'], [393, '411', 411, '411', '411'], [392, '411', 411, '411', '411']], 'payments': [['payment_id', 'customer_id', 'booking_id', 'payment_type_code', 'amount_paid_in_full_yn', 'payment_date', 'amount_due', 'amount_paid'], [411, 389, 391, '411', '411', 411, 411, 411]], 'products_booked': [['booking_id', 'product_id', 'returned_yn', 'returned_late_yn', 'booked_count', 'booked_amount'], [390, 392, '411', '411', 411, 411], [391, 392, '411', '411', 411, 411]], 'view_product_availability': [['status_date', 'product_id', 'booking_id', 'available_yn'], [411, 392, 390, '411']]}",2.0,12.325569,5.0,2.0,0.5,"[24, 150]","[199, 199]",228.0,"[64, 134]"
686,spider-customer_complaints-0019.txt,True,"{'staff': [['staff_id', 'gender', 'first_name', 'last_name', 'email_address', 'phone_number']], 'customers': [['customer_id', 'customer_type_code', 'address_line_1', 'address_line_2', 'town_city', 'state', 'email_address', 'phone_number']], 'products': [['product_id', 'parent_product_id', 'product_category_code', 'date_product_first_available', 'date_product_discontinued', 'product_name', 'product_description', 'product_price']], 'complaints': [['customer_id', 'product_id', 'staff_id', 'complaint_id', 'complaint_outcome_code', 'complaint_status_code', 'complaint_type_code', 'date_complaint_raised', 'date_complaint_closed']]}",2.0,1.829187,4.0,1.0,0.0,[2],[168],191.0,[51]
687,spider_bak-climbing-0010.txt,True,"{'mountain': [['mountain_id', 'name', 'height', 'prominence', 'range', 'country'], [322, '333', 334, 335, '336', None]], 'climber': [['climber_id', 'mountain_id', 'name', 'country', 'time', 'points'], [324, 322, '329', None, '331', 332], [323, 322, '329', '338', '339', None]]}",2.0,4.996597,4.0,1.0,0.0,[1],[156],180.0,[50]
688,spider_bak-climbing-0010.txt,True,"{'mountain': [['mountain_id', 'name', 'height', 'prominence', 'range', 'country'], [363, None, None, None, '355', None], [343, None, 363, 363, '363', '363']], 'climber': [['climber_id', 'mountain_id', 'name', 'country', 'time', 'points'], [345, 363, '361', '350', '351', 352], [344, 363, '361', '358', '359', 360]]}",2.0,12.247942,8.0,5.0,0.4,"[2, 139, 7, 3, 166]","[180, 180, 180, 180, 180]",206.0,"[51, 125, 124, 8, 148]"
689,spider_bak-climbing-0010.txt,True,"{'mountain': [['mountain_id', 'name', 'height', 'prominence', 'range', 'country'], [373, None, 360, 361, None, '363'], [375, None, 364, 365, '366', None]], 'climber': [['climber_id', 'mountain_id', 'name', 'country', 'time', 'points'], [352, 373, '371', '357', None, 359], [351, 375, '371', None, '369', None]]}",2.0,24.443116,5.0,2.0,0.5,"[1, 192]","[200, 200]",226.0,"[50, 165]"
690,spider-flight_4-0005.txt,True,"{'routes': [['rid', 'alid', 'src_apid', 'dst_apid', 'dst_ap', 'src_ap', 'airline', 'codeshare']], 'airports': [['apid', 'name', 'city', 'country', 'x', 'y', 'elevation', 'iata', 'icao']], 'airlines': [['alid', 'name', 'iata', 'icao', 'callsign', 'country', 'active'], [197, None, None, None, None, None, None]]}",2.0,2.822171,5.0,2.0,0.5,"[1, 153]","[161, 161]",179.0,"[50, 123]"
691,spider-flight_4-0011.txt,True,"{'routes': [['rid', 'alid', 'src_apid', 'dst_apid', 'dst_ap', 'src_ap', 'airline', 'codeshare']], 'airports': [['apid', 'name', 'city', 'country', 'x', 'y', 'elevation', 'iata', 'icao']], 'airlines': [['alid', 'name', 'iata', 'icao', 'callsign', 'country', 'active'], [204, 'greenland0', 'greenland0', 'greenland0', 'greenland0', 'greenland0', 'greenland0']]}",2.0,2.873626,5.0,2.0,0.5,"[1, 146]","[158, 158]",177.0,"[50, 127]"
692,spider-flight_4-0011.txt,True,"{'routes': [['rid', 'alid', 'src_apid', 'dst_apid', 'dst_ap', 'src_ap', 'airline', 'codeshare']], 'airports': [['apid', 'name', 'city', 'country', 'x', 'y', 'elevation', 'iata', 'icao'], [202, 'greenland0', 'greenland209', 'greenland208', 0, 0, 0, 'greenland0', 'greenland0'], [203, 'greenland0', 'greenland209', 'greenland208', 0, 0, 0, 'greenland0', 'greenland0']], 'airlines': [['alid', 'name', 'iata', 'icao', 'callsign', 'country', 'active'], [200, 'greenland0', 'greenland0', 'greenland0', 'greenland0', 'greenland0', 'greenland0'], [201, 'greenland0', 'greenland0', 'greenland0', 'greenland0', 'greenland0', 'greenland0']]}",2.0,3.780384,5.0,2.0,0.5,"[1, 166]","[172, 172]",197.0,"[50, 124]"
693,spider-flight_4-0011.txt,True,"{'routes': [['rid', 'alid', 'src_apid', 'dst_apid', 'dst_ap', 'src_ap', 'airline', 'codeshare'], [1834800305469923535, 186, None, 184, 'greenland', 'greenland', 'greenland', 'greenland']], 'airports': [['apid', 'name', 'city', 'country', 'x', 'y', 'elevation', 'iata', 'icao'], [185, 'greenland190', None, 'greenland', 192, 193, 194, 'greenland195', 'greenland196'], [184, 'greenland197', 'greenland198', 'greenland', 199, 200, 201, 'greenland202', 'greenland203']], 'airlines': [['alid', 'name', 'iata', 'icao', 'callsign', 'country', 'active'], [186, 'greenland', 'greenland', 'greenland', 'greenland', 'greenland', 'greenland'], [187, 'greenland', 'greenland', 'greenland', 'greenland', 'greenland', 'greenland']]}",2.0,2.872792,4.0,1.0,0.0,[1],[179],206.0,[50]
694,spider-manufactory_1-0031.txt,True,"{'manufacturers': [['code', 'name', 'headquarter', 'founder', 'revenue'], [219, None, None, None, None]], 'products': [['code', 'manufacturer', 'name', 'price'], [221, 219, None, 669], [220, None, None, 670]]}",2.0,4.14215,4.0,1.0,0.0,[2],[179],202.0,[51]
